"id","from_book","from_chapter","from_verse","to_book","to_chapter_start","to_verse_start","to_chapter_end","to_verse_end","votes"
"633","1","2","17","5","30","19","30","19","7"
"634","1","2","17","5","30","15","30","15","7"
"635","1","2","17","26","18","32","18","32","15"
"636","1","2","17","62","5","16","5","16","16"
"637","1","2","17","45","6","16","6","16","11"
"638","1","2","17","49","5","14","5","14","11"
"639","1","2","17","1","2","9","2","9","6"
"640","1","2","17","1","3","17","3","17","14"
"641","1","2","17","9","20","31","20","31","5"
"642","1","2","17","66","20","14","20","14","8"
"643","1","2","17","5","27","26","27","26","6"
"644","1","2","17","45","6","23","6","23","26"
"645","1","2","17","9","14","39","14","39","6"
"646","1","2","17","51","2","13","2","13","16"
"647","1","2","17","66","21","8","21","8","17"
"648","1","2","17","1","20","7","20","7","6"
"649","1","2","17","46","15","56","15","56","18"
"650","1","2","17","66","2","11","2","11","5"
"651","1","2","17","26","18","13","18","13","6"
"652","1","2","18","8","3","1","3","1","19"
"653","1","2","18","20","18","22","18","22","35"
"654","1","2","18","54","2","11","2","13","19"
"655","1","2","18","21","4","9","4","12","61"
"656","1","2","18","46","7","36","7","36","16"
"657","1","2","18","1","3","12","3","12","17"
"658","1","2","18","60","3","7","3","7","32"
"659","1","2","18","46","11","7","11","12","31"
"660","1","2","18","1","1","31","1","31","17"
"661","1","2","19","19","8","4","8","8","10"
"662","1","2","19","1","1","20","1","26","6"
"663","1","2","19","1","1","28","1","28","8"
"664","1","2","19","1","9","2","9","2","6"
"665","1","2","19","1","2","22","2","23","5"
"666","1","2","19","1","6","20","6","20","5"
"667","1","2","20","1","2","18","2","18","2"
"668","1","2","21","27","8","18","8","18","4"
"669","1","2","21","18","33","15","33","15","4"
"670","1","2","21","9","26","12","26","12","4"
"671","1","2","21","1","15","12","15","12","7"
"672","1","2","21","20","19","15","19","15","3"
"673","1","2","21","18","4","13","4","13","5"
"674","1","2","22","20","19","14","19","14","6"
"675","1","2","22","46","11","8","11","9","18"
"676","1","2","22","1","2","19","2","19","5"
"677","1","2","22","54","2","13","2","13","11"
"678","1","2","22","19","127","1","127","1","5"
"679","1","2","22","20","18","22","18","22","7"
"680","1","2","22","58","13","4","13","4","8"
"681","1","2","23","46","11","8","11","9","13"
"682","1","2","23","10","5","1","5","1","11"
"683","1","2","23","1","29","14","29","14","8"
"684","1","2","23","49","5","28","5","30","38"
"685","1","2","23","10","19","13","19","13","7"
"686","1","2","23","7","9","2","9","2","8"
"687","1","2","24","46","7","2","7","4","23"
"688","1","2","24","45","7","2","7","2","41"
"689","1","2","24","46","7","10","7","11","16"
"690","1","2","24","5","10","20","10","20","3"
"691","1","2","24","5","4","4","4","4","3"
"692","1","2","24","54","5","14","5","14","5"
"693","1","2","24","6","23","8","23","8","2"
"694","1","2","24","46","6","16","6","17","23"
"695","1","2","24","44","11","23","11","23","1"
"696","1","2","24","41","10","6","10","12","53"
"697","1","2","24","49","5","28","5","31","72"
"698","1","2","24","19","45","10","45","10","7"
"699","1","2","24","60","3","1","3","7","32"
"700","1","2","24","1","24","58","24","59","4"
"701","1","2","24","40","19","3","19","9","88"
"702","1","2","24","39","2","14","2","16","18"
"703","1","2","24","20","12","4","12","4","14"
"704","1","2","24","3","22","12","22","13","7"
"705","1","2","24","20","31","10","31","10","19"
"706","1","2","24","1","31","14","31","15","2"
"707","1","2","25","42","9","26","9","26","5"
"708","1","2","25","41","8","38","8","38","4"
"709","1","2","25","24","6","15","6","15","4"
"710","1","2","25","1","3","10","3","11","10"
"711","1","2","25","45","10","11","10","11","9"
"712","1","2","25","1","3","7","3","7","11"
"713","1","2","25","2","32","25","32","25","5"
"714","1","2","25","23","54","4","54","4","6"
"715","1","2","25","19","25","3","25","3","5"
"716","1","2","25","24","17","13","17","13","7"
"717","1","2","25","23","44","9","44","9","4"
"718","1","2","25","26","16","61","16","61","5"
"719","1","2","25","29","2","26","2","26","7"
"720","1","2","25","19","31","17","31","17","4"
"721","1","2","25","23","47","3","47","3","6"
"722","1","3","1","47","11","3","11","3","61"
"723","1","3","1","1","3","13","3","15","13"
"724","1","3","1","40","4","3","4","3","19"
"725","1","3","1","66","20","2","20","2","22"
"726","1","3","1","40","4","6","4","6","8"
"727","1","3","1","21","4","10","4","10","0"
"728","1","3","1","66","12","9","12","9","28"
"729","1","3","1","40","4","9","4","9","1"
"730","1","3","1","4","22","28","22","29","-1"
"731","1","3","1","23","27","1","27","1","4"
"732","1","3","1","40","10","16","10","16","9"
"733","1","3","1","47","11","14","11","14","31"
"734","1","3","1","60","3","7","3","7","-1"
"735","1","3","2","19","58","4","58","4","1"
"736","1","3","3","46","7","1","7","1","1"
"737","1","3","3","18","19","21","19","21","2"
"738","1","3","3","1","20","6","20","6","3"
"739","1","3","3","18","2","5","2","5","2"
"740","1","3","3","47","6","17","6","17","4"
"741","1","3","3","1","2","16","2","17","10"
"742","1","3","3","2","19","12","19","13","3"
"743","1","3","3","18","1","11","1","11","3"
"744","1","3","3","51","2","21","2","21","2"
"745","1","3","3","13","16","22","16","22","2"
"746","1","3","4","5","29","19","29","19","3"
"747","1","3","4","47","11","3","11","3","12"
"748","1","3","4","43","8","44","8","44","13"
"749","1","3","4","47","2","11","2","11","5"
"750","1","3","4","54","2","14","2","14","6"
"751","1","3","4","12","1","4","1","4","3"
"752","1","3","4","19","10","11","10","11","2"
"753","1","3","4","12","8","10","8","10","3"
"754","1","3","4","12","1","16","1","16","3"
"755","1","3","4","12","1","6","1","6","3"
"756","1","3","4","1","3","13","3","13","4"
"757","1","3","5","24","14","13","14","14","3"
"758","1","3","5","2","20","7","20","7","6"
"759","1","3","5","26","28","2","28","2","14"
"760","1","3","5","1","3","7","3","7","4"
"761","1","3","5","44","12","22","12","23","6"
"762","1","3","5","19","12","4","12","4","3"
"763","1","3","5","47","11","3","11","3","6"
"764","1","3","5","47","11","13","11","15","8"
"765","1","3","5","53","2","4","2","4","11"
"766","1","3","5","26","13","22","13","22","0"
"767","1","3","5","44","26","18","26","18","6"
"768","1","3","5","23","14","14","14","14","3"
"769","1","3","5","26","29","3","29","3","1"
"770","1","3","5","14","32","15","32","15","1"
"771","1","3","5","40","6","23","6","23","6"
"772","1","3","5","11","22","6","22","6","3"
"773","1","3","5","47","4","4","4","4","7"
"774","1","3","5","1","3","22","3","22","5"
"775","1","3","5","26","28","9","28","9","3"
"776","1","3","5","66","13","4","13","4","3"
"777","1","3","5","66","13","14","13","14","3"
"778","1","3","5","27","4","30","4","30","3"
"779","1","3","5","2","5","2","5","2","3"
"780","1","3","5","24","28","2","28","3","2"
"781","1","3","5","26","13","2","13","6","3"
"782","1","3","5","27","6","7","6","7","1"
"783","1","3","5","1","2","17","2","17","7"
"784","1","3","5","1","3","10","3","10","4"
"785","1","3","6","40","5","28","5","28","4"
"786","1","3","6","1","3","17","3","17","7"
"787","1","3","6","7","16","1","16","2","5"
"788","1","3","6","6","7","21","7","21","11"
"789","1","3","6","62","2","16","2","16","33"
"790","1","3","6","1","3","12","3","12","7"
"791","1","3","6","26","24","25","24","25","8"
"792","1","3","6","54","2","14","2","14","18"
"793","1","3","6","1","39","7","39","7","6"
"794","1","3","6","1","6","2","6","2","9"
"795","1","3","6","18","31","1","31","1","5"
"796","1","3","6","59","1","14","1","15","25"
"797","1","3","6","10","11","2","11","2","13"
"798","1","3","6","26","24","16","24","16","8"
"799","1","3","6","45","5","12","5","19","10"
"800","1","3","6","26","24","21","24","21","6"
"801","1","3","6","28","6","7","6","7","8"
"802","1","3","7","23","59","6","59","6","11"
"803","1","3","7","12","6","20","6","20","1"
"804","1","3","7","23","28","20","28","20","2"
"805","1","3","7","18","9","29","9","31","4"
"806","1","3","7","42","16","23","16","23","-1"
"807","1","3","7","5","28","34","28","34","0"
"808","1","3","7","1","2","25","2","25","10"
"809","1","3","7","1","3","10","3","11","2"
"810","1","3","7","1","3","5","3","5","7"
"811","1","3","8","24","23","24","23","24","30"
"812","1","3","8","32","1","9","1","10","9"
"813","1","3","8","18","34","21","34","22","17"
"814","1","3","8","18","22","14","22","14","4"
"815","1","3","8","18","38","1","38","1","5"
"816","1","3","8","1","3","10","3","10","9"
"817","1","3","8","19","139","1","139","12","15"
"818","1","3","8","45","2","15","2","15","9"
"819","1","3","8","30","9","2","9","3","8"
"820","1","3","8","32","1","3","1","3","6"
"821","1","3","8","5","5","25","5","25","5"
"822","1","3","8","20","15","3","15","3","23"
"823","1","3","8","5","4","33","4","33","5"
"824","1","3","8","18","31","33","31","33","6"
"825","1","3","8","58","4","13","4","13","24"
"826","1","3","8","5","23","14","23","14","5"
"827","1","3","9","1","4","9","4","9","19"
"828","1","3","9","1","11","5","11","5","5"
"829","1","3","9","66","20","12","20","13","4"
"830","1","3","9","6","7","17","7","19","6"
"831","1","3","9","1","16","8","16","8","6"
"832","1","3","9","1","18","20","18","21","6"
"833","1","3","10","23","47","3","47","3","7"
"834","1","3","10","62","3","20","3","20","6"
"835","1","3","10","18","23","15","23","15","6"
"836","1","3","10","23","57","11","57","11","8"
"837","1","3","10","1","2","25","2","25","11"
"838","1","3","10","19","119","120","119","120","10"
"839","1","3","10","2","3","6","3","6","6"
"840","1","3","10","66","3","17","3","18","2"
"841","1","3","10","1","3","7","3","7","3"
"842","1","3","10","2","32","25","32","25","3"
"843","1","3","10","23","33","14","33","14","4"
"844","1","3","10","66","16","15","16","15","3"
"845","1","3","11","45","3","20","3","20","8"
"846","1","3","11","1","4","10","4","10","7"
"847","1","3","11","19","50","21","50","21","6"
"848","1","3","12","1","2","20","2","20","1"
"849","1","3","12","45","10","3","10","3","6"
"850","1","3","12","18","31","33","31","33","6"
"851","1","3","12","9","15","20","15","24","2"
"852","1","3","12","59","1","13","1","15","11"
"853","1","3","12","1","2","22","2","22","1"
"854","1","3","12","20","28","13","28","13","12"
"855","1","3","12","2","32","21","32","24","1"
"856","1","3","12","1","2","18","2","18","2"
"857","1","3","12","42","10","29","10","29","2"
"858","1","3","12","20","19","3","19","3","2"
"859","1","3","13","10","12","9","12","12","3"
"860","1","3","13","10","3","24","3","24","0"
"861","1","3","13","1","3","4","3","6","5"
"862","1","3","13","1","4","10","4","12","6"
"863","1","3","13","1","44","15","44","15","0"
"864","1","3","13","43","18","35","18","35","6"
"865","1","3","13","47","11","3","11","3","13"
"866","1","3","13","9","13","11","13","11","-1"
"867","1","3","13","54","2","14","2","14","11"
"868","1","3","14","23","65","25","65","25","15"
"869","1","3","14","23","29","4","29","4","8"
"870","1","3","14","1","9","6","9","6","4"
"871","1","3","14","33","7","17","7","17","18"
"872","1","3","14","19","72","9","72","9","12"
"873","1","3","14","5","28","15","28","20","4"
"874","1","3","14","3","20","25","20","25","4"
"875","1","3","14","2","21","28","21","32","2"
"876","1","3","14","1","3","1","3","1","2"
"877","1","3","15","66","20","7","20","8","4"
"878","1","3","15","66","12","7","12","13","27"
"879","1","3","15","40","1","25","1","25","2"
"880","1","3","15","41","16","18","16","18","2"
"881","1","3","15","66","20","1","20","3","9"
"882","1","3","15","66","12","17","12","17","64"
"883","1","3","15","45","3","13","3","13","4"
"884","1","3","15","49","4","8","4","8","8"
"885","1","3","15","44","28","3","28","6","3"
"886","1","3","15","33","5","3","5","3","10"
"887","1","3","15","24","31","22","31","22","9"
"888","1","3","15","48","4","4","4","4","50"
"889","1","3","15","1","49","17","49","17","2"
"890","1","3","15","40","4","1","4","10","3"
"891","1","3","15","62","3","10","3","10","17"
"892","1","3","15","43","12","31","12","33","7"
"893","1","3","15","40","12","34","12","34","4"
"894","1","3","15","51","2","15","2","15","14"
"895","1","3","15","42","22","53","22","53","7"
"896","1","3","15","27","9","26","9","26","0"
"897","1","3","15","42","10","19","10","19","18"
"898","1","3","15","40","23","33","23","33","7"
"899","1","3","15","40","1","23","1","23","28"
"900","1","3","15","43","14","30","14","31","7"
"901","1","3","15","19","132","11","132","11","15"
"902","1","3","15","23","53","3","53","4","25"
"903","1","3","15","45","16","20","16","20","171"
"904","1","3","15","66","13","7","13","7","7"
"905","1","3","15","58","5","7","5","7","8"
"906","1","3","15","44","13","10","13","10","11"
"907","1","3","15","58","2","14","2","15","51"
"908","1","3","15","42","1","76","1","76","2"
"909","1","3","15","66","2","10","2","10","13"
"910","1","3","15","66","15","1","15","6","6"
"911","1","3","15","62","3","8","3","8","98"
"912","1","3","15","42","22","39","22","44","6"
"913","1","3","15","66","20","10","20","10","13"
"914","1","3","15","23","7","14","7","14","56"
"915","1","3","15","23","53","12","53","12","9"
"916","1","3","15","40","13","38","13","38","18"
"917","1","3","15","40","3","7","3","7","4"
"918","1","3","15","43","8","44","8","44","36"
"919","1","3","15","58","2","18","2","18","6"
"920","1","3","15","62","5","5","5","5","9"
"921","1","3","15","4","21","6","21","7","8"
"922","1","3","15","30","9","3","9","3","1"
"923","1","3","15","42","1","31","1","35","9"
"924","1","3","16","24","6","24","6","24","6"
"925","1","3","16","24","13","21","13","21","2"
"926","1","3","16","60","3","1","3","6","8"
"927","1","3","16","9","4","19","4","21","4"
"928","1","3","16","46","14","34","14","34","14"
"929","1","3","16","23","21","3","21","3","2"
"930","1","3","16","24","4","31","4","31","1"
"931","1","3","16","46","7","4","7","4","11"
"932","1","3","16","17","1","20","1","20","3"
"933","1","3","16","1","4","7","4","7","10"
"934","1","3","16","23","26","17","26","18","2"
"935","1","3","16","51","3","18","3","18","25"
"936","1","3","16","46","11","3","11","3","19"
"937","1","3","16","56","2","5","2","5","31"
"938","1","3","16","23","13","8","13","8","2"
"939","1","3","16","19","48","6","48","6","1"
"940","1","3","16","54","2","11","2","12","13"
"941","1","3","16","54","2","15","2","15","15"
"942","1","3","16","33","4","9","4","10","6"
"943","1","3","16","24","49","24","49","24","1"
"944","1","3","16","4","30","7","30","8","1"
"945","1","3","16","4","30","13","30","13","5"
"946","1","3","16","52","5","3","5","3","3"
"947","1","3","16","49","5","22","5","24","14"
"948","1","3","16","24","22","23","22","23","2"
"949","1","3","16","1","35","16","35","18","2"
"950","1","3","16","43","16","21","16","21","11"
"951","1","3","16","23","53","11","53","11","1"
"952","1","3","17","9","15","23","15","24","1"
"953","1","3","17","43","16","33","16","33","7"
"954","1","3","17","40","25","26","25","27","2"
"955","1","3","17","21","1","13","1","14","1"
"956","1","3","17","21","1","2","1","3","1"
"957","1","3","17","19","127","2","127","2","3"
"958","1","3","17","21","2","22","2","23","9"
"959","1","3","17","40","25","45","25","45","1"
"960","1","3","17","1","3","11","3","11","1"
"961","1","3","17","21","5","17","5","17","3"
"962","1","3","17","45","8","20","8","22","14"
"963","1","3","17","18","5","6","5","7","2"
"964","1","3","17","18","21","17","21","17","2"
"965","1","3","17","23","24","5","24","6","10"
"966","1","3","17","1","3","6","3","6","1"
"967","1","3","17","18","14","1","14","1","5"
"968","1","3","17","45","3","19","3","19","2"
"969","1","3","17","21","2","17","2","17","1"
"970","1","3","17","21","2","11","2","11","1"
"971","1","3","17","19","90","7","90","9","-1"
"972","1","3","17","1","2","16","2","17","2"
"973","1","3","17","1","5","29","5","29","13"
